rok,miesiac,liczba,imie,plec
33671,2004,8,0,Bibianna,0
33672,2004,7,0,Bibianna,0
33673,2014,8,0,Bożena,0
33674,2014,7,0,Bożena,0
33675,2014,6,0,Bożena,0
33676,2014,5,0,Bożena,0
33677,2014,4,0,Bożena,0
33678,2014,3,0,Bożena,0
33679,2014,2,0,Bożena,0
33680,2014,1,0,Bożena,0
33681,2013,12,0,Bożena,0
33682,2013,11,0,Bożena,0
33683,2013,10,0,Bożena,0
33684,2013,9,0,Bożena,0
33685,2013,8,0,Bożena,0
33686,2013,7,0,Bożena,0
33687,2013,6,0,Bożena,0
33688,2013,5,0,Bożena,0
33689,2013,4,0,Bożena,0
33690,2013,3,0,Bożena,0
33691,2013,2,0,Bożena,0
33692,2013,1,0,Bożena,0
33693,2012,12,0,Bożena,0
33694,2012,11,0,Bożena,0
33695,2012,10,0,Bożena,0
33696,2012,9,0,Bożena,0
33697,2012,8,0,Bożena,0
33698,2012,7,0,Bożena,0
33699,2012,6,0,Bożena,0
33700,2012,5,0,Bożena,0
33701,2012,4,0,Bożena,0
33702,2012,3,0,Bożena,0
33703,2012,2,0,Bożena,0
33704,2012,1,0,Bożena,0
33705,2011,12,0,Bożena,0
33706,2011,11,0,Bożena,0
33707,2011,10,0,Bożena,0
33708,2011,9,0,Bożena,0
33709,2011,8,0,Bożena,0
33710,2011,7,0,Bożena,0
33711,2011,6,0,Bożena,0
33712,2011,5,0,Bożena,0
33713,2011,4,0,Bożena,0
33714,2011,3,0,Bożena,0
33715,2011,2,0,Bożena,0
33716,2011,1,0,Bożena,0
33717,2010,12,0,Bożena,0
33718,2010,11,0,Bożena,0
33719,2010,10,0,Bożena,0
33720,2010,9,0,Bożena,0
33721,2010,8,1,Bożena,0
33722,2010,7,0,Bożena,0
33723,2010,6,0,Bożena,0
33724,2010,5,0,Bożena,0
33725,2010,4,0,Bożena,0
33726,2010,3,0,Bożena,0
33727,2010,2,0,Bożena,0
33728,2010,1,0,Bożena,0
33729,2009,12,0,Bożena,0
33730,2009,11,0,Bożena,0
33731,2009,10,0,Bożena,0
33732,2009,9,0,Bożena,0
33733,2009,8,0,Bożena,0
33734,2009,7,0,Bożena,0
33735,2009,6,0,Bożena,0
33736,2009,5,0,Bożena,0
33737,2009,4,0,Bożena,0
33738,2009,3,0,Bożena,0
33739,2009,2,0,Bożena,0
33740,2009,1,0,Bożena,0
33741,2008,12,0,Bożena,0
33742,2008,11,0,Bożena,0
33743,2008,10,0,Bożena,0
33744,2008,9,0,Bożena,0
33745,2008,8,0,Bożena,0
33746,2008,7,0,Bożena,0
33747,2008,6,0,Bożena,0
33748,2008,5,0,Bożena,0
33749,2008,4,0,Bożena,0
33750,2008,3,0,Bożena,0
33751,2008,2,0,Bożena,0
33752,2008,1,0,Bożena,0
33753,2007,12,0,Bożena,0
33754,2007,11,0,Bożena,0
33755,2007,10,0,Bożena,0
33756,2007,9,0,Bożena,0
33757,2007,8,0,Bożena,0
33758,2007,7,0,Bożena,0
33759,2007,6,0,Bożena,0
33760,2007,5,0,Bożena,0
33761,2007,4,0,Bożena,0
33762,2007,3,0,Bożena,0
33763,2007,2,0,Bożena,0
33764,2007,1,0,Bożena,0
33765,2006,12,0,Bożena,0
33766,2006,11,0,Bożena,0
33767,2006,10,0,Bożena,0
33768,2006,9,0,Bożena,0
33769,2006,8,0,Bożena,0
33770,2006,7,0,Bożena,0
33771,2006,6,0,Bożena,0
33772,2006,5,0,Bożena,0
33773,2006,4,0,Bożena,0
33774,2006,3,0,Bożena,0
33775,2006,2,0,Bożena,0
33776,2006,1,0,Bożena,0
33777,2005,12,0,Bożena,0
33778,2005,11,0,Bożena,0
33779,2005,10,0,Bożena,0
33780,2005,9,0,Bożena,0
33781,2005,8,0,Bożena,0
33782,2005,7,0,Bożena,0
33783,2005,6,0,Bożena,0
33784,2005,5,0,Bożena,0
33785,2005,4,0,Bożena,0
33786,2005,3,0,Bożena,0
33787,2005,2,0,Bożena,0
33788,2005,1,0,Bożena,0
33789,2004,12,0,Bożena,0
33790,2004,11,0,Bożena,0
33791,2004,10,0,Bożena,0
33792,2004,9,0,Bożena,0
33793,2004,8,0,Bożena,0
33794,2004,7,0,Bożena,0
33795,2014,8,0,Calineczka,0
33796,2014,7,0,Calineczka,0
33797,2014,6,0,Calineczka,0
33798,2014,5,0,Calineczka,0
33799,2014,4,0,Calineczka,0
33800,2014,3,0,Calineczka,0
33801,2014,2,0,Calineczka,0
33802,2014,1,0,Calineczka,0
33803,2013,12,0,Calineczka,0
33804,2013,11,0,Calineczka,0
33805,2013,10,0,Calineczka,0
33806,2013,9,0,Calineczka,0
33807,2013,8,0,Calineczka,0
33808,2013,7,0,Calineczka,0
33809,2013,6,0,Calineczka,0
33810,2013,5,0,Calineczka,0
33811,2013,4,0,Calineczka,0
33812,2013,3,0,Calineczka,0
33813,2013,2,0,Calineczka,0
33814,2013,1,0,Calineczka,0
33815,2012,12,0,Calineczka,0
33816,2012,11,0,Calineczka,0
33817,2012,10,0,Calineczka,0
33818,2012,9,0,Calineczka,0
33819,2012,8,0,Calineczka,0
33820,2012,7,0,Calineczka,0
33821,2012,6,0,Calineczka,0
33822,2012,5,0,Calineczka,0
33823,2012,4,0,Calineczka,0
33824,2012,3,0,Calineczka,0
33825,2012,2,0,Calineczka,0
33826,2012,1,0,Calineczka,0
33827,2011,12,0,Calineczka,0
33828,2011,11,0,Calineczka,0
33829,2011,10,0,Calineczka,0
33830,2011,9,0,Calineczka,0
33831,2011,8,0,Calineczka,0
33832,2011,7,0,Calineczka,0
33833,2011,6,0,Calineczka,0
33834,2011,5,0,Calineczka,0
33835,2011,4,0,Calineczka,0
33836,2011,3,0,Calineczka,0
33837,2011,2,0,Calineczka,0
33838,2011,1,0,Calineczka,0
33839,2010,12,0,Calineczka,0
33840,2010,11,0,Calineczka,0
33841,2010,10,0,Calineczka,0
33842,2010,9,0,Calineczka,0
33843,2010,8,0,Calineczka,0
33844,2010,7,0,Calineczka,0
33845,2010,6,0,Calineczka,0
33846,2010,5,0,Calineczka,0
33847,2010,4,0,Calineczka,0
33848,2010,3,0,Calineczka,0
33849,2010,2,0,Calineczka,0
33850,2010,1,0,Calineczka,0
33851,2009,12,0,Calineczka,0
33852,2009,11,0,Calineczka,0
33853,2009,10,0,Calineczka,0
33854,2009,9,0,Calineczka,0
33855,2009,8,0,Calineczka,0
33856,2009,7,0,Calineczka,0
33857,2009,6,0,Calineczka,0
33858,2009,5,0,Calineczka,0
33859,2009,4,0,Calineczka,0
33860,2009,3,0,Calineczka,0
33861,2009,2,0,Calineczka,0
33862,2009,1,0,Calineczka,0
33863,2008,12,0,Calineczka,0
33864,2008,11,0,Calineczka,0
33865,2008,10,0,Calineczka,0
33866,2008,9,0,Calineczka,0
33867,2008,8,0,Calineczka,0
33868,2008,7,0,Calineczka,0
33869,2008,6,0,Calineczka,0
33870,2008,5,0,Calineczka,0
33871,2008,4,0,Calineczka,0
33872,2008,3,0,Calineczka,0
33873,2008,2,1,Calineczka,0
33874,2008,1,0,Calineczka,0
33875,2007,12,0,Calineczka,0
33876,2007,11,0,Calineczka,0
33877,2007,10,0,Calineczka,0
33878,2007,9,0,Calineczka,0
33879,2007,8,0,Calineczka,0
33880,2007,7,0,Calineczka,0
33881,2007,6,0,Calineczka,0
33882,2007,5,0,Calineczka,0
33883,2007,4,0,Calineczka,0
33884,2007,3,0,Calineczka,0
33885,2007,2,0,Calineczka,0
33886,2007,1,0,Calineczka,0
33887,2006,12,0,Calineczka,0
33888,2006,11,0,Calineczka,0
33889,2006,10,0,Calineczka,0
33890,2006,9,0,Calineczka,0
33891,2006,8,0,Calineczka,0
33892,2006,7,0,Calineczka,0
33893,2006,6,0,Calineczka,0
33894,2006,5,0,Calineczka,0
33895,2006,4,0,Calineczka,0
33896,2006,3,0,Calineczka,0
33897,2006,2,0,Calineczka,0
33898,2006,1,0,Calineczka,0
33899,2005,12,0,Calineczka,0
33900,2005,11,0,Calineczka,0
33901,2005,10,0,Calineczka,0
33902,2005,9,0,Calineczka,0
33903,2005,8,0,Calineczka,0
33904,2005,7,0,Calineczka,0
33905,2005,6,0,Calineczka,0
33906,2005,5,0,Calineczka,0
33907,2005,4,0,Calineczka,0
33908,2005,3,0,Calineczka,0
33909,2005,2,0,Calineczka,0
33910,2005,1,0,Calineczka,0
33911,2004,12,0,Calineczka,0
33912,2004,11,0,Calineczka,0
33913,2004,10,0,Calineczka,0
33914,2004,9,0,Calineczka,0
33915,2004,8,0,Calineczka,0
33916,2004,7,0,Calineczka,0
33917,2014,8,0,Chelsea,0
33918,2014,7,0,Chelsea,0
33919,2014,6,0,Chelsea,0
33920,2014,5,0,Chelsea,0
33921,2014,4,0,Chelsea,0
33922,2014,3,0,Chelsea,0
33923,2014,2,0,Chelsea,0
33924,2014,1,0,Chelsea,0
33925,2013,12,0,Chelsea,0
33926,2013,11,0,Chelsea,0
33927,2013,10,0,Chelsea,0
33928,2013,9,0,Chelsea,0
33929,2013,8,0,Chelsea,0
33930,2013,7,0,Chelsea,0
33931,2013,6,0,Chelsea,0
33932,2013,5,0,Chelsea,0
33933,2013,4,0,Chelsea,0
33934,2013,3,0,Chelsea,0
33935,2013,2,0,Chelsea,0
33936,2013,1,0,Chelsea,0
33937,2012,12,0,Chelsea,0
33938,2012,11,0,Chelsea,0
33939,2012,10,0,Chelsea,0
33940,2012,9,0,Chelsea,0
33941,2012,8,0,Chelsea,0
33942,2012,7,0,Chelsea,0
33943,2012,6,0,Chelsea,0
33944,2012,5,1,Chelsea,0
33945,2012,4,0,Chelsea,0
33946,2012,3,0,Chelsea,0
33947,2012,2,0,Chelsea,0
33948,2012,1,0,Chelsea,0
33949,2011,12,0,Chelsea,0
33950,2011,11,0,Chelsea,0
33951,2011,10,0,Chelsea,0
33952,2011,9,0,Chelsea,0
33953,2011,8,0,Chelsea,0
33954,2011,7,0,Chelsea,0
33955,2011,6,0,Chelsea,0
33956,2011,5,0,Chelsea,0
33957,2011,4,0,Chelsea,0
33958,2011,3,0,Chelsea,0
33959,2011,2,0,Chelsea,0
33960,2011,1,0,Chelsea,0
33961,2010,12,0,Chelsea,0
33962,2010,11,0,Chelsea,0
33963,2010,10,0,Chelsea,0
33964,2010,9,0,Chelsea,0
33965,2010,8,0,Chelsea,0
33966,2010,7,0,Chelsea,0
33967,2010,6,0,Chelsea,0
33968,2010,5,0,Chelsea,0
33969,2010,4,0,Chelsea,0
33970,2010,3,0,Chelsea,0
33971,2010,2,0,Chelsea,0
33972,2010,1,0,Chelsea,0
33973,2009,12,0,Chelsea,0
33974,2009,11,0,Chelsea,0
33975,2009,10,0,Chelsea,0
33976,2009,9,0,Chelsea,0
33977,2009,8,0,Chelsea,0
33978,2009,7,0,Chelsea,0
33979,2009,6,0,Chelsea,0
33980,2009,5,0,Chelsea,0
33981,2009,4,0,Chelsea,0
33982,2009,3,0,Chelsea,0
33983,2009,2,0,Chelsea,0
33984,2009,1,0,Chelsea,0
33985,2008,12,0,Chelsea,0
33986,2008,11,0,Chelsea,0
33987,2008,10,0,Chelsea,0
33988,2008,9,0,Chelsea,0
33989,2008,8,0,Chelsea,0
33990,2008,7,0,Chelsea,0
33991,2008,6,0,Chelsea,0
33992,2008,5,0,Chelsea,0
33993,2008,4,0,Chelsea,0
33994,2008,3,0,Chelsea,0
33995,2008,2,0,Chelsea,0
33996,2008,1,0,Chelsea,0
33997,2007,12,0,Chelsea,0
33998,2007,11,0,Chelsea,0
33999,2007,10,0,Chelsea,0
34000,2007,9,0,Chelsea,0
34001,2007,8,0,Chelsea,0
34002,2007,7,0,Chelsea,0
34003,2007,6,0,Chelsea,0
34004,2007,5,0,Chelsea,0
34005,2007,4,0,Chelsea,0
34006,2007,3,0,Chelsea,0
34007,2007,2,0,Chelsea,0
34008,2007,1,0,Chelsea,0
34009,2006,12,0,Chelsea,0
34010,2006,11,0,Chelsea,0
34011,2006,10,0,Chelsea,0
34012,2006,9,0,Chelsea,0
34013,2006,8,0,Chelsea,0
34014,2006,7,0,Chelsea,0
34015,2006,6,0,Chelsea,0
34016,2006,5,0,Chelsea,0
34017,2006,4,0,Chelsea,0
34018,2006,3,0,Chelsea,0
34019,2006,2,0,Chelsea,0
34020,2006,1,0,Chelsea,0
34021,2005,12,0,Chelsea,0
34022,2005,11,0,Chelsea,0
34023,2005,10,0,Chelsea,0
34024,2005,9,0,Chelsea,0
34025,2005,8,0,Chelsea,0
34026,2005,7,0,Chelsea,0
34027,2005,6,0,Chelsea,0
34028,2005,5,0,Chelsea,0
34029,2005,4,0,Chelsea,0
34030,2005,3,0,Chelsea,0
34031,2005,2,0,Chelsea,0
34032,2005,1,0,Chelsea,0
34033,2004,12,0,Chelsea,0
34034,2004,11,0,Chelsea,0
34035,2004,10,0,Chelsea,0
34036,2004,9,0,Chelsea,0
34037,2004,8,0,Chelsea,0
34038,2004,7,0,Chelsea,0
34039,2014,8,0,Chiara,0
34040,2014,7,0,Chiara,0
34041,2014,6,0,Chiara,0
34042,2014,5,0,Chiara,0
34043,2014,4,0,Chiara,0
34044,2014,3,0,Chiara,0
34045,2014,2,0,Chiara,0
34046,2014,1,0,Chiara,0
34047,2013,12,0,Chiara,0
34048,2013,11,0,Chiara,0
34049,2013,10,0,Chiara,0
34050,2013,9,0,Chiara,0
34051,2013,8,0,Chiara,0
34052,2013,7,0,Chiara,0
34053,2013,6,0,Chiara,0
34054,2013,5,0,Chiara,0
34055,2013,4,0,Chiara,0
34056,2013,3,0,Chiara,0
34057,2013,2,0,Chiara,0
34058,2013,1,0,Chiara,0
34059,2012,12,0,Chiara,0
34060,2012,11,0,Chiara,0
34061,2012,10,0,Chiara,0
34062,2012,9,0,Chiara,0
34063,2012,8,0,Chiara,0
34064,2012,7,0,Chiara,0
34065,2012,6,0,Chiara,0
34066,2012,5,0,Chiara,0
34067,2012,4,0,Chiara,0
34068,2012,3,0,Chiara,0
34069,2012,2,0,Chiara,0
34070,2012,1,0,Chiara,0
34071,2011,12,0,Chiara,0
34072,2011,11,0,Chiara,0
34073,2011,10,0,Chiara,0
34074,2011,9,0,Chiara,0
34075,2011,8,0,Chiara,0
34076,2011,7,0,Chiara,0
34077,2011,6,0,Chiara,0
34078,2011,5,0,Chiara,0
34079,2011,4,0,Chiara,0
34080,2011,3,0,Chiara,0
34081,2011,2,0,Chiara,0
34082,2011,1,0,Chiara,0
34083,2010,12,0,Chiara,0
34084,2010,11,0,Chiara,0
34085,2010,10,0,Chiara,0
34086,2010,9,0,Chiara,0
34087,2010,8,0,Chiara,0
34088,2010,7,0,Chiara,0
34089,2010,6,0,Chiara,0
34090,2010,5,0,Chiara,0
34091,2010,4,0,Chiara,0
34092,2010,3,0,Chiara,0
34093,2010,2,0,Chiara,0
34094,2010,1,0,Chiara,0
34095,2009,12,0,Chiara,0
34096,2009,11,0,Chiara,0
34097,2009,10,0,Chiara,0
34098,2009,9,0,Chiara,0
34099,2009,8,0,Chiara,0
34100,2009,7,0,Chiara,0
34101,2009,6,0,Chiara,0
34102,2009,5,0,Chiara,0
34103,2009,4,0,Chiara,0
34104,2009,3,0,Chiara,0
34105,2009,2,0,Chiara,0
34106,2009,1,0,Chiara,0
34107,2008,12,0,Chiara,0
34108,2008,11,0,Chiara,0
34109,2008,10,0,Chiara,0
34110,2008,9,0,Chiara,0
34111,2008,8,0,Chiara,0
34112,2008,7,0,Chiara,0
34113,2008,6,0,Chiara,0
34114,2008,5,0,Chiara,0
34115,2008,4,1,Chiara,0
34116,2008,3,0,Chiara,0
34117,2008,2,0,Chiara,0
34118,2008,1,0,Chiara,0
34119,2007,12,0,Chiara,0
34120,2007,11,0,Chiara,0
34121,2007,10,0,Chiara,0
34122,2007,9,0,Chiara,0
34123,2007,8,0,Chiara,0
34124,2007,7,0,Chiara,0
34125,2007,6,0,Chiara,0
34126,2007,5,0,Chiara,0
34127,2007,4,0,Chiara,0
34128,2007,3,0,Chiara,0
34129,2007,2,0,Chiara,0
34130,2007,1,0,Chiara,0
34131,2006,12,0,Chiara,0
34132,2006,11,0,Chiara,0
34133,2006,10,0,Chiara,0
34134,2006,9,0,Chiara,0
34135,2006,8,0,Chiara,0
34136,2006,7,0,Chiara,0
34137,2006,6,0,Chiara,0
34138,2006,5,0,Chiara,0
34139,2006,4,0,Chiara,0
34140,2006,3,0,Chiara,0
34141,2006,2,0,Chiara,0
34142,2006,1,0,Chiara,0
34143,2005,12,0,Chiara,0
34144,2005,11,0,Chiara,0
34145,2005,10,0,Chiara,0
34146,2005,9,0,Chiara,0
34147,2005,8,0,Chiara,0
34148,2005,7,0,Chiara,0
34149,2005,6,0,Chiara,0
34150,2005,5,0,Chiara,0
34151,2005,4,0,Chiara,0
34152,2005,3,0,Chiara,0
34153,2005,2,0,Chiara,0
34154,2005,1,0,Chiara,0
34155,2004,12,0,Chiara,0
34156,2004,11,0,Chiara,0
34157,2004,10,0,Chiara,0
34158,2004,9,0,Chiara,0
34159,2004,8,0,Chiara,0
34160,2004,7,0,Chiara,0
34161,2014,8,0,Chloe,0
34162,2014,7,0,Chloe,0
34163,2014,6,0,Chloe,0
34164,2014,5,0,Chloe,0
34165,2014,4,0,Chloe,0
34166,2014,3,0,Chloe,0
34167,2014,2,0,Chloe,0
34168,2014,1,0,Chloe,0
34169,2013,12,0,Chloe,0
34170,2013,11,0,Chloe,0
34171,2013,10,0,Chloe,0
34172,2013,9,0,Chloe,0
34173,2013,8,0,Chloe,0
34174,2013,7,0,Chloe,0
34175,2013,6,0,Chloe,0
34176,2013,5,0,Chloe,0
34177,2013,4,0,Chloe,0
34178,2013,3,0,Chloe,0
34179,2013,2,0,Chloe,0
34180,2013,1,0,Chloe,0
34181,2012,12,0,Chloe,0
34182,2012,11,0,Chloe,0
34183,2012,10,0,Chloe,0
34184,2012,9,0,Chloe,0
34185,2012,8,0,Chloe,0
34186,2012,7,0,Chloe,0
34187,2012,6,0,Chloe,0
34188,2012,5,0,Chloe,0
34189,2012,4,0,Chloe,0
34190,2012,3,0,Chloe,0
34191,2012,2,0,Chloe,0
34192,2012,1,0,Chloe,0
34193,2011,12,0,Chloe,0
34194,2011,11,0,Chloe,0
34195,2011,10,0,Chloe,0
34196,2011,9,0,Chloe,0
34197,2011,8,0,Chloe,0
34198,2011,7,0,Chloe,0
34199,2011,6,0,Chloe,0
34200,2011,5,0,Chloe,0
34201,2011,4,0,Chloe,0
34202,2011,3,0,Chloe,0
34203,2011,2,0,Chloe,0
34204,2011,1,0,Chloe,0
34205,2010,12,0,Chloe,0
34206,2010,11,0,Chloe,0
34207,2010,10,0,Chloe,0
34208,2010,9,0,Chloe,0
34209,2010,8,0,Chloe,0
34210,2010,7,0,Chloe,0
34211,2010,6,0,Chloe,0
34212,2010,5,0,Chloe,0
34213,2010,4,0,Chloe,0
34214,2010,3,0,Chloe,0
34215,2010,2,0,Chloe,0
34216,2010,1,0,Chloe,0
34217,2009,12,0,Chloe,0
34218,2009,11,0,Chloe,0
34219,2009,10,1,Chloe,0
34220,2009,9,0,Chloe,0
34221,2009,8,0,Chloe,0
34222,2009,7,0,Chloe,0
34223,2009,6,0,Chloe,0
34224,2009,5,0,Chloe,0
34225,2009,4,0,Chloe,0
34226,2009,3,0,Chloe,0
34227,2009,2,0,Chloe,0
34228,2009,1,0,Chloe,0
34229,2008,12,0,Chloe,0
34230,2008,11,0,Chloe,0
34231,2008,10,0,Chloe,0
34232,2008,9,0,Chloe,0
34233,2008,8,0,Chloe,0
34234,2008,7,0,Chloe,0
34235,2008,6,0,Chloe,0
34236,2008,5,0,Chloe,0
34237,2008,4,0,Chloe,0
34238,2008,3,0,Chloe,0
34239,2008,2,0,Chloe,0
34240,2008,1,0,Chloe,0
34241,2007,12,0,Chloe,0
34242,2007,11,0,Chloe,0
34243,2007,10,0,Chloe,0
34244,2007,9,0,Chloe,0
34245,2007,8,0,Chloe,0
34246,2007,7,0,Chloe,0
34247,2007,6,0,Chloe,0
34248,2007,5,0,Chloe,0
34249,2007,4,0,Chloe,0
34250,2007,3,0,Chloe,0
34251,2007,2,0,Chloe,0
34252,2007,1,0,Chloe,0
34253,2006,12,0,Chloe,0
34254,2006,11,0,Chloe,0
34255,2006,10,0,Chloe,0
34256,2006,9,0,Chloe,0
34257,2006,8,0,Chloe,0
34258,2006,7,0,Chloe,0
34259,2006,6,0,Chloe,0
34260,2006,5,0,Chloe,0
34261,2006,4,0,Chloe,0
34262,2006,3,0,Chloe,0
34263,2006,2,0,Chloe,0
34264,2006,1,0,Chloe,0
34265,2005,12,0,Chloe,0
34266,2005,11,0,Chloe,0
34267,2005,10,0,Chloe,0
34268,2005,9,0,Chloe,0
34269,2005,8,0,Chloe,0
34270,2005,7,0,Chloe,0
34271,2005,6,0,Chloe,0
34272,2005,5,0,Chloe,0
34273,2005,4,0,Chloe,0
34274,2005,3,0,Chloe,0
34275,2005,2,0,Chloe,0
34276,2005,1,0,Chloe,0
34277,2004,12,0,Chloe,0
34278,2004,11,0,Chloe,0
34279,2004,10,0,Chloe,0
34280,2004,9,0,Chloe,0
34281,2004,8,0,Chloe,0
34282,2004,7,0,Chloe,0
34283,2014,8,0,Cyntia,0
34284,2014,7,0,Cyntia,0
34285,2014,6,0,Cyntia,0
34286,2014,5,0,Cyntia,0
34287,2014,4,0,Cyntia,0
34288,2014,3,0,Cyntia,0
34289,2014,2,0,Cyntia,0
34290,2014,1,0,Cyntia,0
34291,2013,12,0,Cyntia,0
34292,2013,11,0,Cyntia,0
34293,2013,10,0,Cyntia,0
34294,2013,9,0,Cyntia,0
34295,2013,8,0,Cyntia,0
34296,2013,7,0,Cyntia,0
34297,2013,6,0,Cyntia,0
34298,2013,5,0,Cyntia,0
34299,2013,4,0,Cyntia,0
34300,2013,3,0,Cyntia,0
34301,2013,2,0,Cyntia,0
34302,2013,1,0,Cyntia,0
34303,2012,12,0,Cyntia,0
34304,2012,11,0,Cyntia,0
34305,2012,10,0,Cyntia,0
34306,2012,9,0,Cyntia,0
34307,2012,8,0,Cyntia,0
34308,2012,7,0,Cyntia,0
34309,2012,6,0,Cyntia,0
34310,2012,5,0,Cyntia,0
34311,2012,4,0,Cyntia,0
34312,2012,3,0,Cyntia,0
34313,2012,2,0,Cyntia,0
34314,2012,1,0,Cyntia,0
34315,2011,12,0,Cyntia,0
34316,2011,11,0,Cyntia,0
34317,2011,10,0,Cyntia,0
34318,2011,9,0,Cyntia,0
34319,2011,8,0,Cyntia,0
34320,2011,7,0,Cyntia,0
34321,2011,6,1,Cyntia,0
34322,2011,5,0,Cyntia,0
34323,2011,4,0,Cyntia,0
34324,2011,3,0,Cyntia,0
34325,2011,2,0,Cyntia,0
34326,2011,1,0,Cyntia,0
34327,2010,12,0,Cyntia,0
34328,2010,11,0,Cyntia,0
34329,2010,10,0,Cyntia,0
34330,2010,9,0,Cyntia,0
34331,2010,8,0,Cyntia,0
34332,2010,7,0,Cyntia,0
34333,2010,6,0,Cyntia,0
34334,2010,5,0,Cyntia,0
34335,2010,4,0,Cyntia,0
34336,2010,3,0,Cyntia,0
34337,2010,2,0,Cyntia,0
34338,2010,1,0,Cyntia,0
34339,2009,12,0,Cyntia,0
34340,2009,11,0,Cyntia,0
34341,2009,10,0,Cyntia,0
34342,2009,9,0,Cyntia,0
34343,2009,8,0,Cyntia,0
34344,2009,7,0,Cyntia,0
34345,2009,6,0,Cyntia,0
34346,2009,5,0,Cyntia,0
34347,2009,4,0,Cyntia,0
34348,2009,3,0,Cyntia,0
34349,2009,2,0,Cyntia,0
34350,2009,1,0,Cyntia,0
34351,2008,12,0,Cyntia,0
34352,2008,11,0,Cyntia,0
34353,2008,10,0,Cyntia,0
34354,2008,9,0,Cyntia,0
34355,2008,8,0,Cyntia,0
34356,2008,7,0,Cyntia,0
34357,2008,6,0,Cyntia,0
34358,2008,5,0,Cyntia,0
34359,2008,4,0,Cyntia,0
34360,2008,3,0,Cyntia,0
34361,2008,2,0,Cyntia,0
34362,2008,1,0,Cyntia,0
34363,2007,12,0,Cyntia,0
34364,2007,11,0,Cyntia,0
34365,2007,10,0,Cyntia,0
34366,2007,9,0,Cyntia,0
34367,2007,8,0,Cyntia,0
34368,2007,7,0,Cyntia,0
34369,2007,6,0,Cyntia,0
34370,2007,5,0,Cyntia,0
34371,2007,4,0,Cyntia,0
34372,2007,3,0,Cyntia,0
34373,2007,2,0,Cyntia,0
34374,2007,1,0,Cyntia,0
34375,2006,12,0,Cyntia,0
34376,2006,11,0,Cyntia,0
34377,2006,10,0,Cyntia,0
34378,2006,9,0,Cyntia,0
34379,2006,8,0,Cyntia,0
34380,2006,7,0,Cyntia,0
34381,2006,6,0,Cyntia,0
34382,2006,5,0,Cyntia,0
34383,2006,4,0,Cyntia,0
34384,2006,3,0,Cyntia,0
34385,2006,2,0,Cyntia,0
34386,2006,1,0,Cyntia,0
34387,2005,12,0,Cyntia,0
34388,2005,11,0,Cyntia,0
34389,2005,10,0,Cyntia,0
34390,2005,9,0,Cyntia,0
34391,2005,8,0,Cyntia,0
34392,2005,7,0,Cyntia,0
34393,2005,6,0,Cyntia,0
34394,2005,5,0,Cyntia,0
34395,2005,4,0,Cyntia,0
34396,2005,3,0,Cyntia,0
34397,2005,2,0,Cyntia,0
34398,2005,1,0,Cyntia,0
34399,2004,12,0,Cyntia,0
34400,2004,11,0,Cyntia,0
34401,2004,10,0,Cyntia,0
34402,2004,9,0,Cyntia,0
34403,2004,8,0,Cyntia,0
34404,2004,7,0,Cyntia,0
34405,2014,8,0,Cypinia,0
34406,2014,7,0,Cypinia,0
34407,2014,6,0,Cypinia,0
34408,2014,5,0,Cypinia,0
34409,2014,4,0,Cypinia,0
34410,2014,3,0,Cypinia,0
34411,2014,2,0,Cypinia,0
34412,2014,1,0,Cypinia,0
34413,2013,12,0,Cypinia,0
34414,2013,11,0,Cypinia,0
34415,2013,10,0,Cypinia,0
34416,2013,9,0,Cypinia,0
34417,2013,8,0,Cypinia,0
34418,2013,7,0,Cypinia,0
34419,2013,6,0,Cypinia,0
34420,2013,5,0,Cypinia,0
34421,2013,4,0,Cypinia,0
34422,2013,3,0,Cypinia,0
34423,2013,2,0,Cypinia,0
34424,2013,1,0,Cypinia,0
34425,2012,12,0,Cypinia,0
34426,2012,11,0,Cypinia,0
34427,2012,10,0,Cypinia,0
34428,2012,9,0,Cypinia,0
34429,2012,8,0,Cypinia,0
34430,2012,7,0,Cypinia,0
34431,2012,6,0,Cypinia,0
34432,2012,5,0,Cypinia,0
34433,2012,4,0,Cypinia,0
34434,2012,3,0,Cypinia,0
34435,2012,2,0,Cypinia,0
34436,2012,1,0,Cypinia,0
34437,2011,12,0,Cypinia,0
34438,2011,11,0,Cypinia,0
34439,2011,10,0,Cypinia,0
34440,2011,9,0,Cypinia,0
34441,2011,8,0,Cypinia,0
34442,2011,7,0,Cypinia,0
34443,2011,6,0,Cypinia,0
34444,2011,5,0,Cypinia,0
34445,2011,4,0,Cypinia,0
34446,2011,3,0,Cypinia,0
34447,2011,2,0,Cypinia,0
34448,2011,1,0,Cypinia,0
34449,2010,12,0,Cypinia,0
34450,2010,11,0,Cypinia,0
34451,2010,10,0,Cypinia,0
34452,2010,9,0,Cypinia,0
34453,2010,8,0,Cypinia,0
34454,2010,7,0,Cypinia,0
34455,2010,6,0,Cypinia,0
34456,2010,5,0,Cypinia,0
34457,2010,4,0,Cypinia,0
34458,2010,3,0,Cypinia,0
34459,2010,2,0,Cypinia,0
34460,2010,1,0,Cypinia,0
34461,2009,12,0,Cypinia,0
34462,2009,11,0,Cypinia,0
34463,2009,10,0,Cypinia,0
34464,2009,9,0,Cypinia,0
34465,2009,8,0,Cypinia,0
34466,2009,7,0,Cypinia,0
34467,2009,6,0,Cypinia,0
