rok,miesiac,liczba,imie,plec
23575,2012,4,0,Dagna,0
23576,2012,3,0,Dagna,0
23577,2012,2,0,Dagna,0
23578,2012,1,0,Dagna,0
23579,2011,12,0,Dagna,0
23580,2011,11,0,Dagna,0
23581,2011,10,0,Dagna,0
23582,2011,9,0,Dagna,0
23583,2011,8,0,Dagna,0
23584,2011,7,0,Dagna,0
23585,2011,6,0,Dagna,0
23586,2011,5,0,Dagna,0
23587,2011,4,0,Dagna,0
23588,2011,3,0,Dagna,0
23589,2011,2,0,Dagna,0
23590,2011,1,0,Dagna,0
23591,2010,12,0,Dagna,0
23592,2010,11,0,Dagna,0
23593,2010,10,0,Dagna,0
23594,2010,9,0,Dagna,0
23595,2010,8,0,Dagna,0
23596,2010,7,0,Dagna,0
23597,2010,6,0,Dagna,0
23598,2010,5,0,Dagna,0
23599,2010,4,0,Dagna,0
23600,2010,3,0,Dagna,0
23601,2010,2,0,Dagna,0
23602,2010,1,0,Dagna,0
23603,2009,12,0,Dagna,0
23604,2009,11,0,Dagna,0
23605,2009,10,0,Dagna,0
23606,2009,9,0,Dagna,0
23607,2009,8,0,Dagna,0
23608,2009,7,0,Dagna,0
23609,2009,6,0,Dagna,0
23610,2009,5,0,Dagna,0
23611,2009,4,0,Dagna,0
23612,2009,3,0,Dagna,0
23613,2009,2,0,Dagna,0
23614,2009,1,0,Dagna,0
23615,2008,12,0,Dagna,0
23616,2008,11,0,Dagna,0
23617,2008,10,0,Dagna,0
23618,2008,9,0,Dagna,0
23619,2008,8,0,Dagna,0
23620,2008,7,0,Dagna,0
23621,2008,6,0,Dagna,0
23622,2008,5,0,Dagna,0
23623,2008,4,0,Dagna,0
23624,2008,3,0,Dagna,0
23625,2008,2,0,Dagna,0
23626,2008,1,0,Dagna,0
23627,2007,12,0,Dagna,0
23628,2007,11,0,Dagna,0
23629,2007,10,0,Dagna,0
23630,2007,9,0,Dagna,0
23631,2007,8,0,Dagna,0
23632,2007,7,1,Dagna,0
23633,2007,6,1,Dagna,0
23634,2007,5,0,Dagna,0
23635,2007,4,0,Dagna,0
23636,2007,3,0,Dagna,0
23637,2007,2,0,Dagna,0
23638,2007,1,0,Dagna,0
23639,2006,12,0,Dagna,0
23640,2006,11,0,Dagna,0
23641,2006,10,0,Dagna,0
23642,2006,9,0,Dagna,0
23643,2006,8,0,Dagna,0
23644,2006,7,0,Dagna,0
23645,2006,6,0,Dagna,0
23646,2006,5,0,Dagna,0
23647,2006,4,0,Dagna,0
23648,2006,3,0,Dagna,0
23649,2006,2,0,Dagna,0
23650,2006,1,0,Dagna,0
23651,2005,12,0,Dagna,0
23652,2005,11,0,Dagna,0
23653,2005,10,1,Dagna,0
23654,2005,9,0,Dagna,0
23655,2005,8,0,Dagna,0
23656,2005,7,0,Dagna,0
23657,2005,6,0,Dagna,0
23658,2005,5,0,Dagna,0
23659,2005,4,0,Dagna,0
23660,2005,3,0,Dagna,0
23661,2005,2,0,Dagna,0
23662,2005,1,0,Dagna,0
23663,2004,12,0,Dagna,0
23664,2004,11,0,Dagna,0
23665,2004,10,0,Dagna,0
23666,2004,9,0,Dagna,0
23667,2004,8,0,Dagna,0
23668,2004,7,0,Dagna,0
23669,2014,8,0,Daniela,0
23670,2014,7,0,Daniela,0
23671,2014,6,0,Daniela,0
23672,2014,5,0,Daniela,0
23673,2014,4,0,Daniela,0
23674,2014,3,0,Daniela,0
23675,2014,2,0,Daniela,0
23676,2014,1,0,Daniela,0
23677,2013,12,0,Daniela,0
23678,2013,11,0,Daniela,0
23679,2013,10,0,Daniela,0
23680,2013,9,0,Daniela,0
23681,2013,8,0,Daniela,0
23682,2013,7,0,Daniela,0
23683,2013,6,0,Daniela,0
23684,2013,5,0,Daniela,0
23685,2013,4,0,Daniela,0
23686,2013,3,0,Daniela,0
23687,2013,2,0,Daniela,0
23688,2013,1,0,Daniela,0
23689,2012,12,0,Daniela,0
23690,2012,11,0,Daniela,0
23691,2012,10,0,Daniela,0
23692,2012,9,0,Daniela,0
23693,2012,8,0,Daniela,0
23694,2012,7,0,Daniela,0
23695,2012,6,0,Daniela,0
23696,2012,5,0,Daniela,0
23697,2012,4,0,Daniela,0
23698,2012,3,0,Daniela,0
23699,2012,2,0,Daniela,0
23700,2012,1,0,Daniela,0
23701,2011,12,0,Daniela,0
23702,2011,11,0,Daniela,0
23703,2011,10,0,Daniela,0
23704,2011,9,0,Daniela,0
23705,2011,8,0,Daniela,0
23706,2011,7,0,Daniela,0
23707,2011,6,0,Daniela,0
23708,2011,5,1,Daniela,0
23709,2011,4,0,Daniela,0
23710,2011,3,0,Daniela,0
23711,2011,2,0,Daniela,0
23712,2011,1,0,Daniela,0
23713,2010,12,0,Daniela,0
23714,2010,11,0,Daniela,0
23715,2010,10,0,Daniela,0
23716,2010,9,0,Daniela,0
23717,2010,8,0,Daniela,0
23718,2010,7,0,Daniela,0
23719,2010,6,0,Daniela,0
23720,2010,5,1,Daniela,0
23721,2010,4,0,Daniela,0
23722,2010,3,0,Daniela,0
23723,2010,2,0,Daniela,0
23724,2010,1,0,Daniela,0
23725,2009,12,0,Daniela,0
23726,2009,11,0,Daniela,0
23727,2009,10,0,Daniela,0
23728,2009,9,0,Daniela,0
23729,2009,8,0,Daniela,0
23730,2009,7,0,Daniela,0
23731,2009,6,0,Daniela,0
23732,2009,5,0,Daniela,0
23733,2009,4,0,Daniela,0
23734,2009,3,0,Daniela,0
23735,2009,2,0,Daniela,0
23736,2009,1,0,Daniela,0
23737,2008,12,0,Daniela,0
23738,2008,11,0,Daniela,0
23739,2008,10,0,Daniela,0
23740,2008,9,0,Daniela,0
23741,2008,8,0,Daniela,0
23742,2008,7,0,Daniela,0
23743,2008,6,0,Daniela,0
23744,2008,5,0,Daniela,0
23745,2008,4,0,Daniela,0
23746,2008,3,0,Daniela,0
23747,2008,2,0,Daniela,0
23748,2008,1,0,Daniela,0
23749,2007,12,0,Daniela,0
23750,2007,11,0,Daniela,0
23751,2007,10,0,Daniela,0
23752,2007,9,0,Daniela,0
23753,2007,8,0,Daniela,0
23754,2007,7,0,Daniela,0
23755,2007,6,0,Daniela,0
23756,2007,5,0,Daniela,0
23757,2007,4,0,Daniela,0
23758,2007,3,0,Daniela,0
23759,2007,2,0,Daniela,0
23760,2007,1,0,Daniela,0
23761,2006,12,0,Daniela,0
23762,2006,11,0,Daniela,0
23763,2006,10,0,Daniela,0
23764,2006,9,0,Daniela,0
23765,2006,8,0,Daniela,0
23766,2006,7,0,Daniela,0
23767,2006,6,0,Daniela,0
23768,2006,5,2,Daniela,0
23769,2006,4,0,Daniela,0
23770,2006,3,0,Daniela,0
23771,2006,2,0,Daniela,0
23772,2006,1,0,Daniela,0
23773,2005,12,0,Daniela,0
23774,2005,11,0,Daniela,0
23775,2005,10,0,Daniela,0
23776,2005,9,0,Daniela,0
23777,2005,8,0,Daniela,0
23778,2005,7,0,Daniela,0
23779,2005,6,0,Daniela,0
23780,2005,5,1,Daniela,0
23781,2005,4,0,Daniela,0
23782,2005,3,0,Daniela,0
23783,2005,2,0,Daniela,0
23784,2005,1,0,Daniela,0
23785,2004,12,0,Daniela,0
23786,2004,11,0,Daniela,0
23787,2004,10,0,Daniela,0
23788,2004,9,0,Daniela,0
23789,2004,8,0,Daniela,0
23790,2004,7,0,Daniela,0
23791,2014,8,0,Elwira,0
23792,2014,7,0,Elwira,0
23793,2014,6,0,Elwira,0
23794,2014,5,0,Elwira,0
23795,2014,4,0,Elwira,0
23796,2014,3,0,Elwira,0
23797,2014,2,0,Elwira,0
23798,2014,1,0,Elwira,0
23799,2013,12,0,Elwira,0
23800,2013,11,0,Elwira,0
23801,2013,10,0,Elwira,0
23802,2013,9,0,Elwira,0
23803,2013,8,0,Elwira,0
23804,2013,7,0,Elwira,0
23805,2013,6,0,Elwira,0
23806,2013,5,1,Elwira,0
23807,2013,4,0,Elwira,0
23808,2013,3,0,Elwira,0
23809,2013,2,0,Elwira,0
23810,2013,1,0,Elwira,0
23811,2012,12,0,Elwira,0
23812,2012,11,0,Elwira,0
23813,2012,10,0,Elwira,0
23814,2012,9,0,Elwira,0
23815,2012,8,0,Elwira,0
23816,2012,7,0,Elwira,0
23817,2012,6,0,Elwira,0
23818,2012,5,0,Elwira,0
23819,2012,4,0,Elwira,0
23820,2012,3,0,Elwira,0
23821,2012,2,1,Elwira,0
23822,2012,1,0,Elwira,0
23823,2011,12,0,Elwira,0
23824,2011,11,0,Elwira,0
23825,2011,10,0,Elwira,0
23826,2011,9,0,Elwira,0
23827,2011,8,0,Elwira,0
23828,2011,7,0,Elwira,0
23829,2011,6,0,Elwira,0
23830,2011,5,0,Elwira,0
23831,2011,4,0,Elwira,0
23832,2011,3,0,Elwira,0
23833,2011,2,0,Elwira,0
23834,2011,1,0,Elwira,0
23835,2010,12,0,Elwira,0
23836,2010,11,0,Elwira,0
23837,2010,10,0,Elwira,0
23838,2010,9,0,Elwira,0
23839,2010,8,0,Elwira,0
23840,2010,7,0,Elwira,0
23841,2010,6,0,Elwira,0
23842,2010,5,0,Elwira,0
23843,2010,4,0,Elwira,0
23844,2010,3,0,Elwira,0
23845,2010,2,0,Elwira,0
23846,2010,1,0,Elwira,0
23847,2009,12,0,Elwira,0
23848,2009,11,0,Elwira,0
23849,2009,10,0,Elwira,0
23850,2009,9,0,Elwira,0
23851,2009,8,0,Elwira,0
23852,2009,7,0,Elwira,0
23853,2009,6,0,Elwira,0
23854,2009,5,0,Elwira,0
23855,2009,4,0,Elwira,0
23856,2009,3,0,Elwira,0
23857,2009,2,0,Elwira,0
23858,2009,1,1,Elwira,0
23859,2008,12,0,Elwira,0
23860,2008,11,0,Elwira,0
23861,2008,10,0,Elwira,0
23862,2008,9,0,Elwira,0
23863,2008,8,0,Elwira,0
23864,2008,7,0,Elwira,0
23865,2008,6,0,Elwira,0
23866,2008,5,0,Elwira,0
23867,2008,4,0,Elwira,0
23868,2008,3,0,Elwira,0
23869,2008,2,0,Elwira,0
23870,2008,1,0,Elwira,0
23871,2007,12,0,Elwira,0
23872,2007,11,0,Elwira,0
23873,2007,10,0,Elwira,0
23874,2007,9,0,Elwira,0
23875,2007,8,0,Elwira,0
23876,2007,7,0,Elwira,0
23877,2007,6,0,Elwira,0
23878,2007,5,0,Elwira,0
23879,2007,4,0,Elwira,0
23880,2007,3,0,Elwira,0
23881,2007,2,0,Elwira,0
23882,2007,1,0,Elwira,0
23883,2006,12,0,Elwira,0
23884,2006,11,1,Elwira,0
23885,2006,10,0,Elwira,0
23886,2006,9,0,Elwira,0
23887,2006,8,0,Elwira,0
23888,2006,7,0,Elwira,0
23889,2006,6,0,Elwira,0
23890,2006,5,0,Elwira,0
23891,2006,4,0,Elwira,0
23892,2006,3,0,Elwira,0
23893,2006,2,0,Elwira,0
23894,2006,1,0,Elwira,0
23895,2005,12,0,Elwira,0
23896,2005,11,0,Elwira,0
23897,2005,10,0,Elwira,0
23898,2005,9,0,Elwira,0
23899,2005,8,0,Elwira,0
23900,2005,7,0,Elwira,0
23901,2005,6,1,Elwira,0
23902,2005,5,0,Elwira,0
23903,2005,4,0,Elwira,0
23904,2005,3,0,Elwira,0
23905,2005,2,0,Elwira,0
23906,2005,1,0,Elwira,0
23907,2004,12,0,Elwira,0
23908,2004,11,0,Elwira,0
23909,2004,10,0,Elwira,0
23910,2004,9,0,Elwira,0
23911,2004,8,0,Elwira,0
23912,2004,7,0,Elwira,0
23913,2014,8,0,Greta,0
23914,2014,7,0,Greta,0
23915,2014,6,0,Greta,0
23916,2014,5,0,Greta,0
23917,2014,4,0,Greta,0
23918,2014,3,0,Greta,0
23919,2014,2,0,Greta,0
23920,2014,1,0,Greta,0
23921,2013,12,0,Greta,0
23922,2013,11,0,Greta,0
23923,2013,10,0,Greta,0
23924,2013,9,0,Greta,0
23925,2013,8,0,Greta,0
23926,2013,7,0,Greta,0
23927,2013,6,0,Greta,0
23928,2013,5,0,Greta,0
23929,2013,4,0,Greta,0
23930,2013,3,0,Greta,0
23931,2013,2,0,Greta,0
23932,2013,1,0,Greta,0
23933,2012,12,0,Greta,0
23934,2012,11,1,Greta,0
23935,2012,10,0,Greta,0
23936,2012,9,0,Greta,0
23937,2012,8,0,Greta,0
23938,2012,7,1,Greta,0
23939,2012,6,0,Greta,0
23940,2012,5,0,Greta,0
23941,2012,4,0,Greta,0
23942,2012,3,0,Greta,0
23943,2012,2,0,Greta,0
23944,2012,1,0,Greta,0
23945,2011,12,0,Greta,0
23946,2011,11,0,Greta,0
23947,2011,10,0,Greta,0
23948,2011,9,0,Greta,0
23949,2011,8,0,Greta,0
23950,2011,7,0,Greta,0
23951,2011,6,0,Greta,0
23952,2011,5,0,Greta,0
23953,2011,4,0,Greta,0
23954,2011,3,0,Greta,0
23955,2011,2,0,Greta,0
23956,2011,1,0,Greta,0
23957,2010,12,0,Greta,0
23958,2010,11,0,Greta,0
23959,2010,10,0,Greta,0
23960,2010,9,0,Greta,0
23961,2010,8,0,Greta,0
23962,2010,7,0,Greta,0
23963,2010,6,0,Greta,0
23964,2010,5,0,Greta,0
23965,2010,4,1,Greta,0
23966,2010,3,0,Greta,0
23967,2010,2,0,Greta,0
23968,2010,1,0,Greta,0
23969,2009,12,0,Greta,0
23970,2009,11,0,Greta,0
23971,2009,10,0,Greta,0
23972,2009,9,0,Greta,0
23973,2009,8,0,Greta,0
23974,2009,7,0,Greta,0
23975,2009,6,0,Greta,0
23976,2009,5,0,Greta,0
23977,2009,4,0,Greta,0
23978,2009,3,0,Greta,0
23979,2009,2,0,Greta,0
23980,2009,1,0,Greta,0
23981,2008,12,0,Greta,0
23982,2008,11,0,Greta,0
23983,2008,10,0,Greta,0
23984,2008,9,0,Greta,0
23985,2008,8,0,Greta,0
23986,2008,7,0,Greta,0
23987,2008,6,0,Greta,0
23988,2008,5,0,Greta,0
23989,2008,4,0,Greta,0
23990,2008,3,0,Greta,0
23991,2008,2,0,Greta,0
23992,2008,1,0,Greta,0
23993,2007,12,0,Greta,0
23994,2007,11,0,Greta,0
23995,2007,10,0,Greta,0
23996,2007,9,0,Greta,0
23997,2007,8,0,Greta,0
23998,2007,7,1,Greta,0
23999,2007,6,0,Greta,0
24000,2007,5,0,Greta,0
24001,2007,4,0,Greta,0
24002,2007,3,0,Greta,0
24003,2007,2,0,Greta,0
24004,2007,1,0,Greta,0
24005,2006,12,0,Greta,0
24006,2006,11,0,Greta,0
24007,2006,10,0,Greta,0
24008,2006,9,0,Greta,0
24009,2006,8,0,Greta,0
24010,2006,7,0,Greta,0
24011,2006,6,0,Greta,0
24012,2006,5,0,Greta,0
24013,2006,4,0,Greta,0
24014,2006,3,0,Greta,0
24015,2006,2,0,Greta,0
24016,2006,1,0,Greta,0
24017,2005,12,0,Greta,0
24018,2005,11,0,Greta,0
24019,2005,10,0,Greta,0
24020,2005,9,0,Greta,0
24021,2005,8,1,Greta,0
24022,2005,7,0,Greta,0
24023,2005,6,0,Greta,0
24024,2005,5,0,Greta,0
24025,2005,4,0,Greta,0
24026,2005,3,0,Greta,0
24027,2005,2,0,Greta,0
24028,2005,1,0,Greta,0
24029,2004,12,0,Greta,0
24030,2004,11,0,Greta,0
24031,2004,10,0,Greta,0
24032,2004,9,0,Greta,0
24033,2004,8,0,Greta,0
24034,2004,7,0,Greta,0
24035,2014,8,0,Honorata,0
24036,2014,7,0,Honorata,0
24037,2014,6,0,Honorata,0
24038,2014,5,0,Honorata,0
24039,2014,4,0,Honorata,0
24040,2014,3,0,Honorata,0
24041,2014,2,0,Honorata,0
24042,2014,1,0,Honorata,0
24043,2013,12,0,Honorata,0
24044,2013,11,1,Honorata,0
24045,2013,10,0,Honorata,0
24046,2013,9,0,Honorata,0
24047,2013,8,0,Honorata,0
24048,2013,7,0,Honorata,0
24049,2013,6,0,Honorata,0
24050,2013,5,0,Honorata,0
24051,2013,4,0,Honorata,0
24052,2013,3,0,Honorata,0
24053,2013,2,0,Honorata,0
24054,2013,1,0,Honorata,0
24055,2012,12,0,Honorata,0
24056,2012,11,0,Honorata,0
24057,2012,10,0,Honorata,0
24058,2012,9,0,Honorata,0
24059,2012,8,0,Honorata,0
24060,2012,7,0,Honorata,0
24061,2012,6,0,Honorata,0
24062,2012,5,0,Honorata,0
24063,2012,4,0,Honorata,0
24064,2012,3,0,Honorata,0
24065,2012,2,0,Honorata,0
24066,2012,1,1,Honorata,0
24067,2011,12,0,Honorata,0
24068,2011,11,0,Honorata,0
24069,2011,10,0,Honorata,0
24070,2011,9,0,Honorata,0
24071,2011,8,0,Honorata,0
24072,2011,7,0,Honorata,0
24073,2011,6,0,Honorata,0
24074,2011,5,0,Honorata,0
24075,2011,4,0,Honorata,0
24076,2011,3,0,Honorata,0
24077,2011,2,0,Honorata,0
24078,2011,1,0,Honorata,0
24079,2010,12,0,Honorata,0
24080,2010,11,0,Honorata,0
24081,2010,10,0,Honorata,0
24082,2010,9,0,Honorata,0
24083,2010,8,0,Honorata,0
24084,2010,7,0,Honorata,0
24085,2010,6,0,Honorata,0
24086,2010,5,0,Honorata,0
24087,2010,4,0,Honorata,0
24088,2010,3,0,Honorata,0
24089,2010,2,0,Honorata,0
24090,2010,1,0,Honorata,0
24091,2009,12,0,Honorata,0
24092,2009,11,0,Honorata,0
24093,2009,10,0,Honorata,0
24094,2009,9,0,Honorata,0
24095,2009,8,0,Honorata,0
24096,2009,7,0,Honorata,0
24097,2009,6,0,Honorata,0
24098,2009,5,0,Honorata,0
24099,2009,4,0,Honorata,0
24100,2009,3,0,Honorata,0
24101,2009,2,0,Honorata,0
24102,2009,1,0,Honorata,0
24103,2008,12,0,Honorata,0
24104,2008,11,0,Honorata,0
24105,2008,10,0,Honorata,0
24106,2008,9,0,Honorata,0
24107,2008,8,0,Honorata,0
24108,2008,7,0,Honorata,0
24109,2008,6,0,Honorata,0
24110,2008,5,0,Honorata,0
24111,2008,4,1,Honorata,0
24112,2008,3,0,Honorata,0
24113,2008,2,0,Honorata,0
24114,2008,1,0,Honorata,0
24115,2007,12,0,Honorata,0
24116,2007,11,0,Honorata,0
24117,2007,10,0,Honorata,0
24118,2007,9,1,Honorata,0
24119,2007,8,0,Honorata,0
24120,2007,7,0,Honorata,0
24121,2007,6,0,Honorata,0
24122,2007,5,0,Honorata,0
24123,2007,4,0,Honorata,0
24124,2007,3,0,Honorata,0
24125,2007,2,0,Honorata,0
24126,2007,1,1,Honorata,0
24127,2006,12,0,Honorata,0
24128,2006,11,0,Honorata,0
24129,2006,10,0,Honorata,0
24130,2006,9,0,Honorata,0
24131,2006,8,0,Honorata,0
24132,2006,7,0,Honorata,0
24133,2006,6,0,Honorata,0
24134,2006,5,0,Honorata,0
24135,2006,4,0,Honorata,0
24136,2006,3,0,Honorata,0
24137,2006,2,0,Honorata,0
24138,2006,1,0,Honorata,0
24139,2005,12,0,Honorata,0
24140,2005,11,0,Honorata,0
24141,2005,10,0,Honorata,0
24142,2005,9,0,Honorata,0
24143,2005,8,0,Honorata,0
24144,2005,7,0,Honorata,0
24145,2005,6,0,Honorata,0
24146,2005,5,0,Honorata,0
24147,2005,4,0,Honorata,0
24148,2005,3,0,Honorata,0
24149,2005,2,0,Honorata,0
24150,2005,1,0,Honorata,0
24151,2004,12,0,Honorata,0
24152,2004,11,0,Honorata,0
24153,2004,10,0,Honorata,0
24154,2004,9,0,Honorata,0
24155,2004,8,0,Honorata,0
24156,2004,7,0,Honorata,0
24157,2014,8,0,Jasmina,0
24158,2014,7,0,Jasmina,0
24159,2014,6,0,Jasmina,0
24160,2014,5,0,Jasmina,0
24161,2014,4,0,Jasmina,0
24162,2014,3,0,Jasmina,0
24163,2014,2,0,Jasmina,0
24164,2014,1,0,Jasmina,0
24165,2013,12,0,Jasmina,0
24166,2013,11,0,Jasmina,0
24167,2013,10,0,Jasmina,0
24168,2013,9,0,Jasmina,0
24169,2013,8,1,Jasmina,0
24170,2013,7,0,Jasmina,0
24171,2013,6,0,Jasmina,0
24172,2013,5,0,Jasmina,0
24173,2013,4,0,Jasmina,0
24174,2013,3,0,Jasmina,0
24175,2013,2,0,Jasmina,0
24176,2013,1,0,Jasmina,0
24177,2012,12,0,Jasmina,0
24178,2012,11,0,Jasmina,0
24179,2012,10,0,Jasmina,0
24180,2012,9,0,Jasmina,0
24181,2012,8,0,Jasmina,0
24182,2012,7,0,Jasmina,0
24183,2012,6,0,Jasmina,0
24184,2012,5,0,Jasmina,0
24185,2012,4,0,Jasmina,0
24186,2012,3,0,Jasmina,0
24187,2012,2,0,Jasmina,0
24188,2012,1,0,Jasmina,0
24189,2011,12,0,Jasmina,0
24190,2011,11,0,Jasmina,0
24191,2011,10,0,Jasmina,0
24192,2011,9,0,Jasmina,0
24193,2011,8,0,Jasmina,0
24194,2011,7,0,Jasmina,0
24195,2011,6,0,Jasmina,0
24196,2011,5,0,Jasmina,0
24197,2011,4,0,Jasmina,0
24198,2011,3,0,Jasmina,0
24199,2011,2,0,Jasmina,0
24200,2011,1,0,Jasmina,0
24201,2010,12,0,Jasmina,0
24202,2010,11,1,Jasmina,0
24203,2010,10,0,Jasmina,0
24204,2010,9,0,Jasmina,0
24205,2010,8,0,Jasmina,0
24206,2010,7,0,Jasmina,0
24207,2010,6,1,Jasmina,0
24208,2010,5,0,Jasmina,0
24209,2010,4,0,Jasmina,0
24210,2010,3,0,Jasmina,0
24211,2010,2,0,Jasmina,0
24212,2010,1,0,Jasmina,0
24213,2009,12,0,Jasmina,0
24214,2009,11,0,Jasmina,0
24215,2009,10,0,Jasmina,0
24216,2009,9,0,Jasmina,0
24217,2009,8,0,Jasmina,0
24218,2009,7,1,Jasmina,0
24219,2009,6,0,Jasmina,0
24220,2009,5,0,Jasmina,0
24221,2009,4,0,Jasmina,0
24222,2009,3,0,Jasmina,0
24223,2009,2,0,Jasmina,0
24224,2009,1,0,Jasmina,0
24225,2008,12,0,Jasmina,0
24226,2008,11,0,Jasmina,0
24227,2008,10,0,Jasmina,0
24228,2008,9,0,Jasmina,0
24229,2008,8,0,Jasmina,0
24230,2008,7,0,Jasmina,0
24231,2008,6,0,Jasmina,0
24232,2008,5,0,Jasmina,0
24233,2008,4,0,Jasmina,0
24234,2008,3,0,Jasmina,0
24235,2008,2,0,Jasmina,0
24236,2008,1,0,Jasmina,0
24237,2007,12,0,Jasmina,0
24238,2007,11,0,Jasmina,0
24239,2007,10,0,Jasmina,0
24240,2007,9,0,Jasmina,0
24241,2007,8,0,Jasmina,0
24242,2007,7,0,Jasmina,0
24243,2007,6,0,Jasmina,0
24244,2007,5,0,Jasmina,0
24245,2007,4,0,Jasmina,0
24246,2007,3,0,Jasmina,0
24247,2007,2,0,Jasmina,0
24248,2007,1,0,Jasmina,0
24249,2006,12,0,Jasmina,0
24250,2006,11,0,Jasmina,0
24251,2006,10,1,Jasmina,0
24252,2006,9,0,Jasmina,0
24253,2006,8,0,Jasmina,0
24254,2006,7,0,Jasmina,0
24255,2006,6,0,Jasmina,0
24256,2006,5,0,Jasmina,0
24257,2006,4,0,Jasmina,0
24258,2006,3,0,Jasmina,0
24259,2006,2,0,Jasmina,0
24260,2006,1,0,Jasmina,0
24261,2005,12,0,Jasmina,0
24262,2005,11,0,Jasmina,0
24263,2005,10,0,Jasmina,0
24264,2005,9,0,Jasmina,0
24265,2005,8,0,Jasmina,0
24266,2005,7,0,Jasmina,0
24267,2005,6,0,Jasmina,0
24268,2005,5,0,Jasmina,0
24269,2005,4,0,Jasmina,0
24270,2005,3,0,Jasmina,0
24271,2005,2,0,Jasmina,0
24272,2005,1,0,Jasmina,0
24273,2004,12,0,Jasmina,0
24274,2004,11,0,Jasmina,0
24275,2004,10,0,Jasmina,0
24276,2004,9,0,Jasmina,0
24277,2004,8,0,Jasmina,0
24278,2004,7,0,Jasmina,0
24279,2014,8,0,Kasandra,0
24280,2014,7,0,Kasandra,0
24281,2014,6,0,Kasandra,0
24282,2014,5,0,Kasandra,0
24283,2014,4,0,Kasandra,0
24284,2014,3,0,Kasandra,0
24285,2014,2,0,Kasandra,0
24286,2014,1,0,Kasandra,0
24287,2013,12,0,Kasandra,0
24288,2013,11,0,Kasandra,0
24289,2013,10,0,Kasandra,0
24290,2013,9,0,Kasandra,0
24291,2013,8,0,Kasandra,0
24292,2013,7,0,Kasandra,0
24293,2013,6,0,Kasandra,0
24294,2013,5,0,Kasandra,0
24295,2013,4,0,Kasandra,0
24296,2013,3,0,Kasandra,0
24297,2013,2,0,Kasandra,0
24298,2013,1,0,Kasandra,0
24299,2012,12,0,Kasandra,0
24300,2012,11,0,Kasandra,0
24301,2012,10,0,Kasandra,0
24302,2012,9,0,Kasandra,0
24303,2012,8,0,Kasandra,0
24304,2012,7,0,Kasandra,0
24305,2012,6,0,Kasandra,0
24306,2012,5,0,Kasandra,0
24307,2012,4,0,Kasandra,0
24308,2012,3,0,Kasandra,0
24309,2012,2,0,Kasandra,0
24310,2012,1,0,Kasandra,0
24311,2011,12,0,Kasandra,0
24312,2011,11,0,Kasandra,0
24313,2011,10,0,Kasandra,0
24314,2011,9,0,Kasandra,0
24315,2011,8,0,Kasandra,0
24316,2011,7,0,Kasandra,0
24317,2011,6,0,Kasandra,0
24318,2011,5,0,Kasandra,0
24319,2011,4,2,Kasandra,0
24320,2011,3,0,Kasandra,0
24321,2011,2,0,Kasandra,0
24322,2011,1,0,Kasandra,0
24323,2010,12,0,Kasandra,0
24324,2010,11,0,Kasandra,0
24325,2010,10,0,Kasandra,0
24326,2010,9,0,Kasandra,0
24327,2010,8,0,Kasandra,0
24328,2010,7,0,Kasandra,0
24329,2010,6,0,Kasandra,0
24330,2010,5,0,Kasandra,0
24331,2010,4,0,Kasandra,0
24332,2010,3,0,Kasandra,0
24333,2010,2,0,Kasandra,0
24334,2010,1,0,Kasandra,0
24335,2009,12,0,Kasandra,0
24336,2009,11,0,Kasandra,0
24337,2009,10,0,Kasandra,0
24338,2009,9,1,Kasandra,0
24339,2009,8,0,Kasandra,0
24340,2009,7,0,Kasandra,0
24341,2009,6,0,Kasandra,0
24342,2009,5,0,Kasandra,0
24343,2009,4,0,Kasandra,0
24344,2009,3,0,Kasandra,0
24345,2009,2,0,Kasandra,0
24346,2009,1,0,Kasandra,0
24347,2008,12,0,Kasandra,0
24348,2008,11,0,Kasandra,0
24349,2008,10,0,Kasandra,0
24350,2008,9,0,Kasandra,0
24351,2008,8,0,Kasandra,0
24352,2008,7,0,Kasandra,0
24353,2008,6,0,Kasandra,0
24354,2008,5,0,Kasandra,0
24355,2008,4,0,Kasandra,0
24356,2008,3,0,Kasandra,0
24357,2008,2,0,Kasandra,0
24358,2008,1,1,Kasandra,0
24359,2007,12,0,Kasandra,0
24360,2007,11,0,Kasandra,0
24361,2007,10,0,Kasandra,0
24362,2007,9,0,Kasandra,0
24363,2007,8,0,Kasandra,0
24364,2007,7,0,Kasandra,0
24365,2007,6,0,Kasandra,0
24366,2007,5,0,Kasandra,0
24367,2007,4,0,Kasandra,0
24368,2007,3,0,Kasandra,0
24369,2007,2,0,Kasandra,0
24370,2007,1,0,Kasandra,0
24371,2006,12,0,Kasandra,0
24372,2006,11,0,Kasandra,0
24373,2006,10,0,Kasandra,0
24374,2006,9,0,Kasandra,0
24375,2006,8,0,Kasandra,0
24376,2006,7,0,Kasandra,0
24377,2006,6,0,Kasandra,0
24378,2006,5,0,Kasandra,0
24379,2006,4,0,Kasandra,0
24380,2006,3,0,Kasandra,0
24381,2006,2,0,Kasandra,0
24382,2006,1,0,Kasandra,0
24383,2005,12,0,Kasandra,0
24384,2005,11,0,Kasandra,0
24385,2005,10,0,Kasandra,0
24386,2005,9,0,Kasandra,0
24387,2005,8,0,Kasandra,0
24388,2005,7,0,Kasandra,0
24389,2005,6,0,Kasandra,0
